Borrower_ID,Borrower_Name,Sector,Risk_Profile,Quarter,Sales_Cr,EBITDA_Margin_pct,DSCR,Debt_to_TNW,Current_Ratio,Debtor_Days,Inventory_Days,Creditor_Days,Total_Debt_Cr,TNW_Cr
BORR-0163,"Malhotra, Verma and Sundaram",Engineering,Watch,Q4,577.43,12.0,1.5,2.0,1.5,50.0,60.0,45.0,87.38,158.39
BORR-0164,"Khare, Maharaj and Sarraf",Renewable Energy,Healthy,Q4,79.78,12.0,1.5,2.0,1.5,50.0,60.0,45.0,52.06,28.41
BORR-0165,Mangal and Sons,Infrastructure,Stressed,Q4,475.03,12.0,1.5,2.0,1.5,50.0,60.0,45.0,322.47,140.86
BORR-0166,Nayak-Nagarajan,Renewable Energy,Watch,Q4,273.9,12.0,1.5,2.0,1.5,50.0,60.0,45.0,62.89,109.19
BORR-0167,"Buch, Devi and Dora",Renewable Energy,Healthy,Q4,412.43,12.0,1.5,2.0,1.5,50.0,60.0,45.0,75.87,100.4
BORR-0168,Rajagopal Ltd,Chemicals,Watch,Q4,1208.09,12.0,1.5,2.0,1.5,50.0,60.0,45.0,683.49,201.08
BORR-0169,Kala Inc,Textiles,Healthy,Q4,141.83,12.0,1.5,2.0,1.5,50.0,60.0,45.0,104.96,24.97
BORR-0170,Reddy-Narayanan,Trading,Healthy,Q4,85.31,12.0,1.5,2.0,1.5,50.0,60.0,45.0,49.02,28.48
BORR-0171,"Shukla, Sagar and Bhatia",Renewable Energy,Healthy,Q4,74.48,12.0,1.5,2.0,1.5,50.0,60.0,45.0,38.6,27.36
BORR-0172,Salvi Group,Trading,Healthy,Q4,80.17,12.0,1.5,2.0,1.5,50.0,60.0,45.0,37.9,12.23
BORR-0173,"Bahri, Rai and Sood",Steel,Healthy,Q4,167.82,12.0,1.5,2.0,1.5,50.0,60.0,45.0,83.07,38.54
BORR-0174,Pandey LLC,Steel,Healthy,Q4,254.97,12.0,1.5,2.0,1.5,50.0,60.0,45.0,81.31,120.94
BORR-0175,Saini-Yohannan,Infrastructure,Healthy,Q4,239.05,12.0,1.5,2.0,1.5,50.0,60.0,45.0,114.39,42.98
BORR-0176,"Kannan, Sura and Kanda",Construction,Healthy,Q4,414.55,12.0,1.5,2.0,1.5,50.0,60.0,45.0,206.59,200.24
BORR-0177,Sarin-Sunder,Construction,Watch,Q4,183.64,12.0,1.5,2.0,1.5,50.0,60.0,45.0,109.06,55.58
BORR-0178,Ramachandran LLC,Renewable Energy,Watch,Q4,775.52,12.0,1.5,2.0,1.5,50.0,60.0,45.0,130.84,274.27
BORR-0179,"Ravel, Gandhi and Sibal",Logistics,Watch,Q4,139.12,12.0,1.5,2.0,1.5,50.0,60.0,45.0,101.34,68.68
BORR-0180,Walla Inc,Food Processing,Healthy,Q4,2752.24,12.0,1.5,2.0,1.5,50.0,60.0,45.0,1868.58,451.27
BORR-0181,Bala-Chacko,Trading,Healthy,Q4,338.89,12.0,1.5,2.0,1.5,50.0,60.0,45.0,148.86,122.5
BORR-0182,"Sangha, Deshmukh and Shenoy",Renewable Energy,Healthy,Q4,76.93,12.0,1.5,2.0,1.5,50.0,60.0,45.0,50.0,12.14
BORR-0183,Bedi LLC,Food Processing,Healthy,Q4,62.12,12.0,1.5,2.0,1.5,50.0,60.0,45.0,15.68,27.37
BORR-0184,Narang-Kakar,Textiles,Watch,Q4,293.67,12.0,1.5,2.0,1.5,50.0,60.0,45.0,127.9,107.24
BORR-0185,Narain-Nazareth,Construction,Healthy,Q4,144.97,12.0,1.5,2.0,1.5,50.0,60.0,45.0,100.71,64.22
BORR-0186,Mall-Sama,Pharmaceuticals,Healthy,Q4,370.18,12.0,1.5,2.0,1.5,50.0,60.0,45.0,79.2,110.73
BORR-0187,Bumb-Singhal,Logistics,Healthy,Q4,290.98,12.0,1.5,2.0,1.5,50.0,60.0,45.0,158.75,119.8
BORR-0188,Zacharia Inc,Power,Healthy,Q4,168.54,12.0,1.5,2.0,1.5,50.0,60.0,45.0,29.1,47.95
BORR-0189,Kapur-Biswas,Pharmaceuticals,Watch,Q4,77.73,12.0,1.5,2.0,1.5,50.0,60.0,45.0,22.82,11.67
BORR-0190,"Baria, Balasubramanian and Kota",Manufacturing,Healthy,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,15.33,14.62
BORR-0191,Bahri PLC,Steel,Healthy,Q4,115.99,12.0,1.5,2.0,1.5,50.0,60.0,45.0,44.03,49.41
BORR-0192,Khare and Sons,Construction,Healthy,Q4,426.84,12.0,1.5,2.0,1.5,50.0,60.0,45.0,238.97,199.96
BORR-0193,Contractor-Kamdar,Power,Healthy,Q4,224.55,12.0,1.5,2.0,1.5,50.0,60.0,45.0,150.73,72.26
BORR-0194,Kunda-Pillay,Engineering,Healthy,Q4,52.16,12.0,1.5,2.0,1.5,50.0,60.0,45.0,19.7,9.66
BORR-0195,Contractor and Sons,Chemicals,Healthy,Q4,215.55,12.0,1.5,2.0,1.5,50.0,60.0,45.0,136.32,74.23
BORR-0196,Chokshi-Bal,Logistics,Healthy,Q4,266.48,12.0,1.5,2.0,1.5,50.0,60.0,45.0,80.63,118.22
BORR-0197,Prashad-Ranganathan,Construction,Healthy,Q4,74.9,12.0,1.5,2.0,1.5,50.0,60.0,45.0,31.32,13.29
BORR-0198,"Issac, Borra and Kibe",Construction,Stressed,Q4,211.39,12.0,1.5,2.0,1.5,50.0,60.0,45.0,106.15,103.15
BORR-0199,Mitra Ltd,Steel,Watch,Q4,192.14,12.0,1.5,2.0,1.5,50.0,60.0,45.0,104.31,88.37
BORR-0200,"Dara, Barman and Palan",Power,Watch,Q4,57.8,12.0,1.5,2.0,1.5,50.0,60.0,45.0,23.76,21.61
